"COMMON_NAME","SPECIES_ITIS","NESPP3","STAT_AREA","AREA_TYPE","AREA_NAME","listed"
"WITCH FLD","172873","122",636,"QM_landings","UNIT",1
"WOLFFISH","171341","512",636,"QM_landings","UNIT",1
"YELLOWTAIL FLD","172909","123",636,"QM_landings","SNEMA",1
"ALEWIFE","161706","001",637,"QM_landings","UNIT",1
"AM SHAD","161702","347",637,"QM_landings","UNIT",1
"AMERICAN PLAICE","172877","124",637,"QM_landings","UNIT",1
"BLACK SEA BASS","167687","335",637,"QM_landings","UNIT",1
"BLUEFISH","168559","023",637,"QM_landings","UNIT",1
"BUTTERFISH","172567","051",637,"QM_landings","UNIT",1
"CHUB MACKEREL","172413","215",637,"QM_landings","UNIT",1
"CLAM, SURF","080944","769",637,"QM_landings","UNIT",1
"COD","164712","081",637,"QM_landings","WGB",1
"DOGFISH, SPINY","160617","352",637,"QM_landings","MA",1
"FLUKE","172735","121",637,"QM_landings","UNIT",1
"HADDOCK","164744","147",637,"QM_landings","WGB",1
"HAKE, WHITE","164732","153",637,"QM_landings","UNIT",1
"HALIBUT","172933","159",637,"QM_landings","UNIT",1
"HERRING, ATLANTIC","161722","168",637,"QM_landings","UNIT",1
"MACKEREL, ATLANTIC","172414","212",637,"QM_landings","UNIT",1
"MONKFISH","164499","012",637,"QM_landings","S",1
"OCEAN POUT","630979","250",637,"QM_landings","UNIT",1
"OFFSHORE HAKE","164793","508",637,"QM_landings","UNIT",1
"POLLOCK","164727","269",637,"QM_landings","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",637,"QM_landings","UNIT",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",637,"QM_landings","UNIT",1
"RED CRAB","620992","710",637,"QM_landings","UNIT",1
"RED HAKE","164730","152",637,"QM_landings","SOUTHERN",1
"REDFISH","166774","240",637,"QM_landings","UNIT",1
"SCALLOP, SEA","079718","800",637,"QM_landings","UNIT",1
"SCUP","169182","329",637,"QM_landings","UNIT",1
"SILVER HAKE","164791","509",637,"QM_landings","SOUTHERN",1
"SKATE, BARNDOOR","564139","368",637,"QM_landings","S",1
"SKATE, CLEARNOSE","160855","372",637,"QM_landings","S",1
"SKATE, LITTLE","564130","366",637,"QM_landings","S",1
"SKATE, ROSETTE","564136","364",637,"QM_landings","S",1
"SKATE, SMOOTH","564151","369",637,"QM_landings","S",1
"SKATE, THORNY","564149","370",637,"QM_landings","S",1
"SKATE, WINTER","564145","367",637,"QM_landings","S",1
"SQUID, ATL LONG-FIN","082372","801",637,"QM_landings","UNIT",1
"SQUID, SHORT-FIN","082521","802",637,"QM_landings","UNIT",1
"TILEFISH, BLUELINE","168543","444",637,"QM_landings","S",1
"TILEFISH, GOLDEN","168546","446",637,"QM_landings","S",1
"WINDOWPANE","172746","125",637,"QM_landings","SNEMA",1
"WINTER FLD","172905","120",637,"QM_landings","SNEMA",1
"WITCH FLD","172873","122",637,"QM_landings","UNIT",1
"WOLFFISH","171341","512",637,"QM_landings","UNIT",1
"YELLOWTAIL FLD","172909","123",637,"QM_landings","SNEMA",1
"ALEWIFE","161706","001",638,"QM_landings","UNIT",1
"AM SHAD","161702","347",638,"QM_landings","UNIT",1
"AMERICAN PLAICE","172877","124",638,"QM_landings","UNIT",1
"BLACK SEA BASS","167687","335",638,"QM_landings","UNIT",1
"BLUEFISH","168559","023",638,"QM_landings","UNIT",1
"BUTTERFISH","172567","051",638,"QM_landings","UNIT",1
"CHUB MACKEREL","172413","215",638,"QM_landings","UNIT",1
"CLAM, SURF","080944","769",638,"QM_landings","UNIT",1
"COD","164712","081",638,"QM_landings","WGB",1
"DOGFISH, SPINY","160617","352",638,"QM_landings","MA",1
"FLUKE","172735","121",638,"QM_landings","UNIT",1
"HADDOCK","164744","147",638,"QM_landings","WGB",1
"HAKE, WHITE","164732","153",638,"QM_landings","UNIT",1
"HALIBUT","172933","159",638,"QM_landings","UNIT",1
"HERRING, ATLANTIC","161722","168",638,"QM_landings","UNIT",1
"MACKEREL, ATLANTIC","172414","212",638,"QM_landings","UNIT",1
"MONKFISH","164499","012",638,"QM_landings","S",1
"OCEAN POUT","630979","250",638,"QM_landings","UNIT",1
"OFFSHORE HAKE","164793","508",638,"QM_landings","UNIT",1
"POLLOCK","164727","269",638,"QM_landings","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",638,"QM_landings","UNIT",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",638,"QM_landings","UNIT",1
"RED CRAB","620992","710",638,"QM_landings","UNIT",1
"RED HAKE","164730","152",638,"QM_landings","SOUTHERN",1
"REDFISH","166774","240",638,"QM_landings","UNIT",1
"SCALLOP, SEA","079718","800",638,"QM_landings","UNIT",1
"SCUP","169182","329",638,"QM_landings","UNIT",1
"SILVER HAKE","164791","509",638,"QM_landings","SOUTHERN",1
"SKATE, BARNDOOR","564139","368",638,"QM_landings","S",1
"SKATE, CLEARNOSE","160855","372",638,"QM_landings","S",1
"SKATE, LITTLE","564130","366",638,"QM_landings","S",1
"SKATE, ROSETTE","564136","364",638,"QM_landings","S",1
"SKATE, SMOOTH","564151","369",638,"QM_landings","S",1
"SKATE, THORNY","564149","370",638,"QM_landings","S",1
"SKATE, WINTER","564145","367",638,"QM_landings","S",1
"SQUID, ATL LONG-FIN","082372","801",638,"QM_landings","UNIT",1
"SQUID, SHORT-FIN","082521","802",638,"QM_landings","UNIT",1
"TILEFISH, BLUELINE","168543","444",638,"QM_landings","S",1
"TILEFISH, GOLDEN","168546","446",638,"QM_landings","S",1
"WINDOWPANE","172746","125",638,"QM_landings","SNEMA",1
"WINTER FLD","172905","120",638,"QM_landings","SNEMA",1
"WITCH FLD","172873","122",638,"QM_landings","UNIT",1
"WOLFFISH","171341","512",638,"QM_landings","UNIT",1
"YELLOWTAIL FLD","172909","123",638,"QM_landings","SNEMA",1
"ALEWIFE","161706","001",639,"QM_landings","UNIT",1
"AM SHAD","161702","347",639,"QM_landings","UNIT",1
"AMERICAN PLAICE","172877","124",639,"QM_landings","UNIT",1
"BLACK SEA BASS","167687","335",639,"QM_landings","UNIT",1
"BLUEFISH","168559","023",639,"QM_landings","UNIT",1
"BUTTERFISH","172567","051",639,"QM_landings","UNIT",1
"CHUB MACKEREL","172413","215",639,"QM_landings","UNIT",1
"CLAM, SURF","080944","769",639,"QM_landings","UNIT",1
"COD","164712","081",639,"QM_landings","WGB",1
"DOGFISH, SPINY","160617","352",639,"QM_landings","MA",1
"FLUKE","172735","121",639,"QM_landings","UNIT",1
"HADDOCK","164744","147",639,"QM_landings","WGB",1
"HAKE, WHITE","164732","153",639,"QM_landings","UNIT",1
"HALIBUT","172933","159",639,"QM_landings","UNIT",1
"HERRING, ATLANTIC","161722","168",639,"QM_landings","UNIT",1
"MACKEREL, ATLANTIC","172414","212",639,"QM_landings","UNIT",1
"OCEAN POUT","630979","250",639,"QM_landings","UNIT",1
"OFFSHORE HAKE","164793","508",639,"QM_landings","UNIT",1
"POLLOCK","164727","269",639,"QM_landings","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",639,"QM_landings","UNIT",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",639,"QM_landings","UNIT",1
"RED CRAB","620992","710",639,"QM_landings","UNIT",1
"RED HAKE","164730","152",639,"QM_landings","SOUTHERN",1
"REDFISH","166774","240",639,"QM_landings","UNIT",1
"SCALLOP, SEA","079718","800",639,"QM_landings","UNIT",1
"SCUP","169182","329",639,"QM_landings","UNIT",1
"SILVER HAKE","164791","509",639,"QM_landings","SOUTHERN",1
"SKATE, BARNDOOR","564139","368",639,"QM_landings","S",1
"SKATE, CLEARNOSE","160855","372",639,"QM_landings","S",1
"SKATE, LITTLE","564130","366",639,"QM_landings","S",1
"SKATE, ROSETTE","564136","364",639,"QM_landings","S",1
"SKATE, SMOOTH","564151","369",639,"QM_landings","S",1
"SKATE, THORNY","564149","370",639,"QM_landings","S",1
"SKATE, WINTER","564145","367",639,"QM_landings","S",1
"SQUID, ATL LONG-FIN","082372","801",639,"QM_landings","UNIT",1
"SQUID, SHORT-FIN","082521","802",639,"QM_landings","UNIT",1
"TILEFISH, BLUELINE","168543","444",639,"QM_landings","S",1
"TILEFISH, GOLDEN","168546","446",639,"QM_landings","S",1
"WINDOWPANE","172746","125",639,"QM_landings","SNEMA",1
"WINTER FLD","172905","120",639,"QM_landings","SNEMA",1
"WITCH FLD","172873","122",639,"QM_landings","UNIT",1
"WOLFFISH","171341","512",639,"QM_landings","UNIT",1
"YELLOWTAIL FLD","172909","123",639,"QM_landings","SNEMA",1
"ALEWIFE","161706","001",640,"QM_landings","UNIT",1
"AM SHAD","161702","347",640,"QM_landings","UNIT",1
"AMERICAN PLAICE","172877","124",640,"QM_landings","UNIT",1
"BLACK SEA BASS","167687","335",640,"QM_landings","UNIT",1
"BLUEFISH","168559","023",640,"QM_landings","UNIT",1
"BUTTERFISH","172567","051",640,"QM_landings","UNIT",1
"CHUB MACKEREL","172413","215",640,"QM_landings","UNIT",1
"CLAM, SURF","080944","769",640,"QM_landings","UNIT",1
"COD","164712","081",640,"QM_landings","WGB",1
"DOGFISH, SPINY","160617","352",640,"QM_landings","MA",1
"FLUKE","172735","121",640,"QM_landings","UNIT",1
"HADDOCK","164744","147",640,"QM_landings","WGB",1
"HAKE, WHITE","164732","153",640,"QM_landings","UNIT",1
"HALIBUT","172933","159",640,"QM_landings","UNIT",1
"HERRING, ATLANTIC","161722","168",640,"QM_landings","UNIT",1
"MACKEREL, ATLANTIC","172414","212",640,"QM_landings","UNIT",1
"OCEAN POUT","630979","250",640,"QM_landings","UNIT",1
"OFFSHORE HAKE","164793","508",640,"QM_landings","UNIT",1
"POLLOCK","164727","269",640,"QM_landings","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",640,"QM_landings","UNIT",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",640,"QM_landings","UNIT",1
"RED CRAB","620992","710",640,"QM_landings","UNIT",1
"RED HAKE","164730","152",640,"QM_landings","SOUTHERN",1
"REDFISH","166774","240",640,"QM_landings","UNIT",1
"SCALLOP, SEA","079718","800",640,"QM_landings","UNIT",1
"SCUP","169182","329",640,"QM_landings","UNIT",1
"SILVER HAKE","164791","509",640,"QM_landings","SOUTHERN",1
"SKATE, BARNDOOR","564139","368",640,"QM_landings","S",1
"SKATE, CLEARNOSE","160855","372",640,"QM_landings","S",1
"SKATE, LITTLE","564130","366",640,"QM_landings","S",1
"SKATE, ROSETTE","564136","364",640,"QM_landings","S",1
"SKATE, SMOOTH","564151","369",640,"QM_landings","S",1
"SKATE, THORNY","564149","370",640,"QM_landings","S",1
"SKATE, WINTER","564145","367",640,"QM_landings","S",1
"SQUID, ATL LONG-FIN","082372","801",640,"QM_landings","UNIT",1
"SQUID, SHORT-FIN","082521","802",640,"QM_landings","UNIT",1
"TILEFISH, BLUELINE","168543","444",640,"QM_landings","S",1
"TILEFISH, GOLDEN","168546","446",640,"QM_landings","S",1
"WINDOWPANE","172746","125",640,"QM_landings","SNEMA",1
"WINTER FLD","172905","120",640,"QM_landings","SNEMA",1
"WITCH FLD","172873","122",640,"QM_landings","UNIT",1
"WOLFFISH","171341","512",640,"QM_landings","UNIT",1
"YELLOWTAIL FLD","172909","123",640,"QM_landings","SNEMA",1
"ALEWIFE","161706","001",650,"QM_landings","UNIT",1
"AM SHAD","161702","347",650,"QM_landings","UNIT",1
"AMERICAN PLAICE","172877","124",650,"QM_landings","UNIT",1
"BLACK SEA BASS","167687","335",650,"QM_landings","UNIT",1
"BLUEFISH","168559","023",650,"QM_landings","UNIT",1
"BUTTERFISH","172567","051",650,"QM_landings","UNIT",1
"CLAM, SURF","080944","769",650,"QM_landings","UNIT",1
"COD","164712","081",650,"QM_landings","WGB",1
"FLUKE","172735","121",650,"QM_landings","UNIT",1
"HADDOCK","164744","147",650,"QM_landings","WGB",1
"HAKE, WHITE","164732","153",650,"QM_landings","UNIT",1
"HALIBUT","172933","159",650,"QM_landings","UNIT",1
"HERRING, ATLANTIC","161722","168",650,"QM_landings","UNIT",1
"MACKEREL, ATLANTIC","172414","212",650,"QM_landings","UNIT",1
"OCEAN POUT","630979","250",650,"QM_landings","UNIT",1
"OFFSHORE HAKE","164793","508",650,"QM_landings","UNIT",1
"POLLOCK","164727","269",650,"QM_landings","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",650,"QM_landings","UNIT",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",650,"QM_landings","UNIT",1
"RED CRAB","620992","710",650,"QM_landings","UNIT",1
"RED HAKE","164730","152",650,"QM_landings","SOUTHERN",1
"REDFISH","166774","240",650,"QM_landings","UNIT",1
"SCUP","169182","329",650,"QM_landings","UNIT",1
"SILVER HAKE","164791","509",650,"QM_landings","SOUTHERN",1
"SQUID, ATL LONG-FIN","082372","801",650,"QM_landings","UNIT",1
"SQUID, SHORT-FIN","082521","802",650,"QM_landings","UNIT",1
"WINDOWPANE","172746","125",650,"QM_landings","SNEMA",1
"WINTER FLD","172905","120",650,"QM_landings","SNEMA",1
"WITCH FLD","172873","122",650,"QM_landings","UNIT",1
"WOLFFISH","171341","512",650,"QM_landings","UNIT",1
"YELLOWTAIL FLD","172909","123",650,"QM_landings","SNEMA",1
"ALEWIFE","161706","001",660,"QM_landings","UNIT",1
"AM SHAD","161702","347",660,"QM_landings","UNIT",1
"AMERICAN PLAICE","172877","124",660,"QM_landings","UNIT",1
"BLACK SEA BASS","167687","335",660,"QM_landings","UNIT",1
"BLUEFISH","168559","023",660,"QM_landings","UNIT",1
"BUTTERFISH","172567","051",660,"QM_landings","UNIT",1
"CLAM, SURF","080944","769",660,"QM_landings","UNIT",1
"COD","164712","081",660,"QM_landings","WGB",1
"FLUKE","172735","121",660,"QM_landings","UNIT",1
"HADDOCK","164744","147",660,"QM_landings","WGB",1
"HAKE, WHITE","164732","153",660,"QM_landings","UNIT",1
"HALIBUT","172933","159",660,"QM_landings","UNIT",1
"HERRING, ATLANTIC","161722","168",660,"QM_landings","UNIT",1
"MACKEREL, ATLANTIC","172414","212",660,"QM_landings","UNIT",1
"OCEAN POUT","630979","250",660,"QM_landings","UNIT",1
"OFFSHORE HAKE","164793","508",660,"QM_landings","UNIT",1
"POLLOCK","164727","269",660,"QM_landings","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",660,"QM_landings","UNIT",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",660,"QM_landings","UNIT",1
"RED CRAB","620992","710",660,"QM_landings","UNIT",1
"RED HAKE","164730","152",660,"QM_landings","SOUTHERN",1
"REDFISH","166774","240",660,"QM_landings","UNIT",1
"SCUP","169182","329",660,"QM_landings","UNIT",1
"SILVER HAKE","164791","509",660,"QM_landings","SOUTHERN",1
"SQUID, ATL LONG-FIN","082372","801",660,"QM_landings","UNIT",1
"SQUID, SHORT-FIN","082521","802",660,"QM_landings","UNIT",1
"WINDOWPANE","172746","125",660,"QM_landings","SNEMA",1
"WINTER FLD","172905","120",660,"QM_landings","SNEMA",1
"WITCH FLD","172873","122",660,"QM_landings","UNIT",1
"WOLFFISH","171341","512",660,"QM_landings","UNIT",1
"YELLOWTAIL FLD","172909","123",660,"QM_landings","SNEMA",1
"ALEWIFE","161706","001",670,"QM_landings","UNIT",1
"AM SHAD","161702","347",670,"QM_landings","UNIT",1
"AMERICAN PLAICE","172877","124",670,"QM_landings","UNIT",1
"BLACK SEA BASS","167687","335",670,"QM_landings","UNIT",1
"BLUEFISH","168559","023",670,"QM_landings","UNIT",1
"BUTTERFISH","172567","051",670,"QM_landings","UNIT",1
"CLAM, SURF","080944","769",670,"QM_landings","UNIT",1
"COD","164712","081",670,"QM_landings","WGB",1
"FLUKE","172735","121",670,"QM_landings","UNIT",1
"HADDOCK","164744","147",670,"QM_landings","WGB",1
"HAKE, WHITE","164732","153",670,"QM_landings","UNIT",1
"HALIBUT","172933","159",670,"QM_landings","UNIT",1
"HERRING, ATLANTIC","161722","168",670,"QM_landings","UNIT",1
"MACKEREL, ATLANTIC","172414","212",670,"QM_landings","UNIT",1
"OCEAN POUT","630979","250",670,"QM_landings","UNIT",1
"OFFSHORE HAKE","164793","508",670,"QM_landings","UNIT",1
"POLLOCK","164727","269",670,"QM_landings","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",670,"QM_landings","UNIT",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",670,"QM_landings","UNIT",1
"RED CRAB","620992","710",670,"QM_landings","UNIT",1
"RED HAKE","164730","152",670,"QM_landings","SOUTHERN",1
"REDFISH","166774","240",670,"QM_landings","UNIT",1
"SCUP","169182","329",670,"QM_landings","UNIT",1
"SILVER HAKE","164791","509",670,"QM_landings","SOUTHERN",1
"SQUID, ATL LONG-FIN","082372","801",670,"QM_landings","UNIT",1
"SQUID, SHORT-FIN","082521","802",670,"QM_landings","UNIT",1
"WINDOWPANE","172746","125",670,"QM_landings","SNEMA",1
"WINTER FLD","172905","120",670,"QM_landings","SNEMA",1
"WITCH FLD","172873","122",670,"QM_landings","UNIT",1
"WOLFFISH","171341","512",670,"QM_landings","UNIT",1
"YELLOWTAIL FLD","172909","123",670,"QM_landings","SNEMA",1
"ALEWIFE","161706","001",680,"QM_landings","UNIT",1
"AM SHAD","161702","347",680,"QM_landings","UNIT",1
"AMERICAN PLAICE","172877","124",680,"QM_landings","UNIT",1
"BLACK SEA BASS","167687","335",680,"QM_landings","UNIT",1
"BLUEFISH","168559","023",680,"QM_landings","UNIT",1
"BUTTERFISH","172567","051",680,"QM_landings","UNIT",1
"CLAM, SURF","080944","769",680,"QM_landings","UNIT",1
"COD","164712","081",680,"QM_landings","WGB",1
"FLUKE","172735","121",680,"QM_landings","UNIT",1
"HADDOCK","164744","147",680,"QM_landings","WGB",1
"HAKE, WHITE","164732","153",680,"QM_landings","UNIT",1
"HALIBUT","172933","159",680,"QM_landings","UNIT",1
"HERRING, ATLANTIC","161722","168",680,"QM_landings","UNIT",1
"MACKEREL, ATLANTIC","172414","212",680,"QM_landings","UNIT",1
"OCEAN POUT","630979","250",680,"QM_landings","UNIT",1
"OFFSHORE HAKE","164793","508",680,"QM_landings","UNIT",1
"POLLOCK","164727","269",680,"QM_landings","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",680,"QM_landings","UNIT",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",680,"QM_landings","UNIT",1
"RED CRAB","620992","710",680,"QM_landings","UNIT",1
"RED HAKE","164730","152",680,"QM_landings","SOUTHERN",1
"REDFISH","166774","240",680,"QM_landings","UNIT",1
"SCUP","169182","329",680,"QM_landings","UNIT",1
"SILVER HAKE","164791","509",680,"QM_landings","SOUTHERN",1
"SQUID, ATL LONG-FIN","082372","801",680,"QM_landings","UNIT",1
"SQUID, SHORT-FIN","082521","802",680,"QM_landings","UNIT",1
"WINDOWPANE","172746","125",680,"QM_landings","SNEMA",1
"WINTER FLD","172905","120",680,"QM_landings","SNEMA",1
"WITCH FLD","172873","122",680,"QM_landings","UNIT",1
"WOLFFISH","171341","512",680,"QM_landings","UNIT",1
"YELLOWTAIL FLD","172909","123",680,"QM_landings","SNEMA",1
"ALEWIFE","161706","001",700,"QM_landings","UNIT",1
"AM SHAD","161702","347",700,"QM_landings","UNIT",1
"AMERICAN PLAICE","172877","124",700,"QM_landings","UNIT",1
"BLACK SEA BASS","167687","335",700,"QM_landings","UNIT",1
"BLUEFISH","168559","023",700,"QM_landings","UNIT",1
"BUTTERFISH","172567","051",700,"QM_landings","UNIT",1
"CLAM, SURF","080944","769",700,"QM_landings","UNIT",1
"FLUKE","172735","121",700,"QM_landings","UNIT",1
"HAKE, WHITE","164732","153",700,"QM_landings","UNIT",1
"HALIBUT","172933","159",700,"QM_landings","UNIT",1
"HERRING, ATLANTIC","161722","168",700,"QM_landings","UNIT",1
"MACKEREL, ATLANTIC","172414","212",700,"QM_landings","UNIT",1
"OCEAN POUT","630979","250",700,"QM_landings","UNIT",1
"POLLOCK","164727","269",700,"QM_landings","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",700,"QM_landings","UNIT",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",700,"QM_landings","UNIT",1
"RED CRAB","620992","710",700,"QM_landings","UNIT",1
"REDFISH","166774","240",700,"QM_landings","UNIT",1
"SCUP","169182","329",700,"QM_landings","UNIT",1
"SQUID, ATL LONG-FIN","082372","801",700,"QM_landings","UNIT",1
"SQUID, SHORT-FIN","082521","802",700,"QM_landings","UNIT",1
"WITCH FLD","172873","122",700,"QM_landings","UNIT",1
"WOLFFISH","171341","512",700,"QM_landings","UNIT",1
"ALEWIFE","161706","001",701,"QM_landings","UNIT",1
"AM SHAD","161702","347",701,"QM_landings","UNIT",1
"AMERICAN PLAICE","172877","124",701,"QM_landings","UNIT",1
"BLACK SEA BASS","167687","335",701,"QM_landings","UNIT",1
"BLUEFISH","168559","023",701,"QM_landings","UNIT",1
"BUTTERFISH","172567","051",701,"QM_landings","UNIT",1
"CLAM, SURF","080944","769",701,"QM_landings","UNIT",1
"FLUKE","172735","121",701,"QM_landings","UNIT",1
"HAKE, WHITE","164732","153",701,"QM_landings","UNIT",1
"HALIBUT","172933","159",701,"QM_landings","UNIT",1
"HERRING, ATLANTIC","161722","168",701,"QM_landings","UNIT",1
"MACKEREL, ATLANTIC","172414","212",701,"QM_landings","UNIT",1
"OCEAN POUT","630979","250",701,"QM_landings","UNIT",1
"POLLOCK","164727","269",701,"QM_landings","UNIT",1
"QUAHOG, HARD SHELL CLAM","081496","748",701,"QM_landings","UNIT",1
"QUAHOG, OCEAN (BLACK CLAM)","081343","754",701,"QM_landings","UNIT",1
"RED CRAB","620992","710",701,"QM_landings","UNIT",1
"REDFISH","166774","240",701,"QM_landings","UNIT",1
"SCUP","169182","329",701,"QM_landings","UNIT",1
"SQUID, ATL LONG-FIN","082372","801",701,"QM_landings","UNIT",1
"SQUID, SHORT-FIN","082521","802",701,"QM_landings","UNIT",1
"WITCH FLD","172873","122",701,"QM_landings","UNIT",1
"WOLFFISH","171341","512",701,"QM_landings","UNIT",1
"ALEWIFE","161706","001",702,"QM_landings","UNIT",1
"AM SHAD","161702","347",702,"QM_landings","UNIT",1
"AMERICAN PLAICE","172877","124",702,"QM_landings","UNIT",1
"BLACK SEA BASS","167687","335",702,"QM_landings","UNIT",1
"BLUEFISH","168559","023",702,"QM_landings","UNIT",1
"BUTTERFISH","172567","051",702,"QM_landings","UNIT",1
"CLAM, SURF","080944","769",702,"QM_landings","UNIT",1
"FLUKE","172735","121",702,"QM_landings","UNIT",1
"HAKE, WHITE","164732","153",702,"QM_landings","UNIT",1
"HALIBUT","172933","159",702,"QM_landings","UNIT",1
"HERRING, ATLANTIC","161722","168",702,"QM_landings","UNIT",1
"MACKEREL, ATLANTIC","172414","212",702,"QM_landings","UNIT",1
"MONKFISH","164499","012",702,"QM_landings","S",1
"OCEAN POUT","630979","250",702,"QM_landings","UNIT",1
